Brand,Family,Reference,Name,Movement,Produced,Limited,Bezel,Glass,Back,Shape,Diameter,Height,Lug Width,W/R,Nickname,Color,Finish,Indexes,Hands,Materials,image_file
Bulgari,Bulgari Bulgari,102261,Bulgari Solotempo 39 Pink Gold Black,"Bulgari caliber BVL 191
Hours, Minutes, Seconds | Date",,No,,Sapphire,Open,Round,39.00 mm,9.91 mm,,,,Black,,Mixed,Sword,Pink Gold,102261.jpg
Bulgari,B.Zero1,102088,B.Zero1 Pink Gold Ceramic White,"Bulgari caliber B033
Hours, Minutes",,No,,Sapphire,Closed,Round,23.00 mm,,,30.00 m,,White,Gloss,Gem-Set Indexes,Feuille,"Pink Gold, Ceramic",102088.jpg
Bulgari,Serpenti,102098,Serpenti Tubogas Two Tone Black Diamond,"Bulgari caliber B033
Hours, Minutes",,No,Gem-Set,Sapphire,Closed,Other,35.00 mm,,,,,Black,,Mixed,Sword,"Pink Gold, Stainless Steel",102098.jpg
Bulgari,Serpenti,101817,Serpenti Tubogas Silver,"Bulgari caliber B033
Hours, Minutes",,No,,Sapphire,Closed,Other,35.00 mm,,,,,Silver,,Mixed,Sword,Stainless Steel,101817.jpg
Bulgari,Bulgari Bulgari,102106,Bulgari Solotempo 39 Pink Gold Silver Bracelet,"Bulgari caliber BVL 191
Hours, Minutes, Seconds | Date",,No,,Sapphire,Open,Round,39.00 mm,9.91 mm,,,,Silver,,Mixed,Sword,Pink Gold,102106.jpg
Bulgari,Serpenti,101816,Serpenti Tubogas Silver Diamond,"Bulgari caliber B033
Hours, Minutes",,No,,Sapphire,Closed,Other,35.00 mm,,,,,Silver,,Mixed,Sword,Stainless Steel,101816.jpg
Bulgari,Serpenti,102099,Serpenti Tubogas Two Tone Black Diamond Double Tour,"Bulgari caliber B033
Hours, Minutes",,No,,Sapphire,Closed,Other,35.00 mm,,,,,Black,,Mixed,Sword,"Pink Gold, Stainless Steel",102099.jpg
Bulgari,Serpenti,101814,Serpenti Tubogas Pink Gold Black Diamond Double Tour,"Bulgari caliber B033
Hours, Minutes",,No,Gem-Set,Sapphire,Closed,Other,35.00 mm,,,,,Black,,Mixed,Sword,Pink Gold,101814.jpg
Bulgari,Serpenti,101828,Serpenti Tubogas Silver Large,"Bulgari caliber B033
Hours, Minutes",,No,,Sapphire,Closed,Other,35.00 mm,,,,,Silver,,Mixed,Sword,Stainless Steel,101828.jpg
Bulgari,Octo,102104,Octo Solotempo 38 Black Bracelet,"Bulgari caliber BVL 191
Hours, Minutes, Seconds | Date",,No,,Sapphire,Open,Other,38.00 mm,,,100.00 m,,Black,Gloss,Stick / Dot,Dauphine,Stainless Steel,102104.jpg
Bulgari,Bulgari Bulgari,102110,Bulgari Solotempo 39 Silver Bracelet,"Bulgari caliber BVL 191
Hours, Minutes, Seconds | Date",,No,,Sapphire,,Round,39.00 mm,9.91 mm,,,,Silver,,Mixed,Sword,Stainless Steel,102110.jpg
Bulgari,Bulgari Bulgari,102111,Bulgari Solotempo 39 Silver,"Bulgari caliber BVL 191
Hours, Minutes, Seconds | Date",,No,,Sapphire,Open,Round,39.00 mm,9.91 mm,,,,Silver,,Mixed,Sword,Stainless Steel,102111.jpg
Bulgari,Octo,102105,Octo Solotempo 38 Blue Bracelet,"Bulgari caliber BVL 191
Hours, Minutes, Seconds | Date",,No,,Sapphire,Open,Other,38.00 mm,10.35 mm,,100.00 m,,Blue,Gloss,Stick / Dot,Dauphine,Stainless Steel,102105.jpg
Bulgari,Serpenti,101815,Serpenti Tubogas Pink Gold Black Diamond,"Bulgari caliber B033
Hours, Minutes",,No,Gem-Set,Sapphire,Closed,Other,35.00 mm,,,,,Black,,Mixed,Sword,Pink Gold,101815.jpg
Bulgari,B.Zero1,102176,B.Zero1 Pink Gold,"Bulgari caliber B033
Hours, Minutes",,No,,Sapphire,Closed,Round,23.00 mm,,,30.00 m,,White,,Gem-Set Indexes,Feuille,"Pink Gold, Ceramic, Stainless Steel",102176.jpg
Bulgari,Bulgari Bulgari,101867,Bulgari Solotempo 41.5 Black,"Bulgari caliber BVL 191
Hours, Minutes, Seconds | Date",,No,,Sapphire,Open,Round,41.50 mm,9.86 mm,,,,Black,,Mixed,Sword,Stainless Steel,101867.jpg
Bulgari,Serpenti,101911,Serpenti Tubogas Silver Double Tour,"Bulgari caliber B033
Hours, Minutes",,No,,Sapphire,Closed,Other,35.00 mm,,,,,Silver,,Mixed,Sword,Stainless Steel,101911.jpg
Bulgari,Serpenti,101910,Serpenti Tubogas Silver Diamond Double Tour,"Bulgari caliber B033
Hours, Minutes",,No,,Sapphire,Closed,Other,35.00 mm,,,,,Silver,,Mixed,Sword,Stainless Steel,101910.jpg
Bulgari,Serpenti,102202,Serpenti Spiga Pink Gold White,"Bulgari caliber B033
Hours, Minutes",,No,,Sapphire,Closed,Other,35.00 mm,,,,,White,,Mixed,Sword,"Pink Gold, Ceramic",102202.jpg
Bulgari,B.Zero1,102398,B.Zero1 Two Tone Diamond,"Bulgari caliber B033
Hours, Minutes",,No,Gem-Set,Sapphire,Closed,Round,23.00 mm,,,30.00 m,,White,,Gem-Set Indexes,Feuille,Pink Gold,102398.jpg
Bulgari,Serpenti,102005,Serpenti Tubogas White Gold Diamond,"Bulgari caliber B033
Hours, Minutes",,No,Gem-Set,Sapphire,Closed,Other,35.00 mm,,,,,Paved,,Gem-Set Indexes,Sword,White Gold,102005.jpg
IWC,Portugieser,IW5001-25,Portuguese Automatic Red Gold / Year of the Dragon,"IWC caliber 51011
Hours, Minutes, Small Seconds | Date | Power Reserve Indicator",2012 - 2012,"Yes, 888 units",,Sapphire,Open,Round,42.30 mm,13.90 mm,22.00 mm,30.00 m,Anthracite,Grey,,Arabic Numerals,Feuille,Red Gold,IW5001-25.jpg
IWC,Pilot,IW3787-08,Pilot's Watch Chronograph Spitfire Collectors Forum CF3,"IWC caliber 89365
Hours, Minutes, Small Seconds | Date | Chronograph, Flyback",2016 - 2016,"Yes, 250 units",,Sapphire,Closed,Round,43.00 mm,15.50 mm,,60.00 m,,Black,,Arabic Numerals,Alpha,Stainless Steel,IW3787-08.jpg
IWC,Ingenieur,IW4515-05,Ingenieur Midsize Rose Gold / Silver / Strap,"IWC caliber 30110
Hours, Minutes, Seconds | Date",,No,,Sapphire,Closed,Round,34.00 mm,10.00 mm,,120.00 m,,Silver,,Stick / Dot,Stick,Rose Gold,IW4515-05.jpg
IWC,Big Pilot,IW5004-01,Big Pilot Stainless Steel / Black,"IWC caliber 51110
Hours, Minutes, Seconds | Date",2006 - 2011,No,,Sapphire,Closed,Round,46.20 mm,15.80 mm,22.00 mm,60.00 m,,Black,,Arabic Numerals,Alpha,Stainless Steel,IW5004-01.jpg
IWC,Ingenieur,IW4515-04,Ingenieur Midsize Gold Index Strap,"IWC caliber 30110
Hours, Minutes, Seconds | Date",,No,,Sapphire,Closed,Round,34.00 mm,10.00 mm,,120.00 m,,Silver,,Stick / Dot,Stick,Stainless Steel,IW4515-04.jpg
IWC,Portugieser,IW3714-73,Portuguese Chrono-Automatic White Gold / 80 Diamond,"IWC caliber 79350
Hours, Minutes | Chronograph",2006 - 2009,No,Gem-Set,Sapphire,Closed,Round,40.90 mm,12.30 mm,20.00 mm,10.00 m,Ardiose,Grey,,Arabic Numerals,Feuille,White Gold,IW3714-73.jpg
IWC,Ingenieur,IW1832-01,Ingenieur SL Jumbo Stainless Steel / Black,"IWC caliber 8541 ES
Hours, Minutes, Seconds | Date",1977 - 1980,No,,Sapphire,Closed,Cushion,38.00 mm,,,120.00 m,,Black,,Stick / Dot,Stick,Stainless Steel,IW1832-01.jpg
IWC,Big Pilot,IW5020-01,Big Pilot Top Gun,"IWC caliber 51111
Hours, Minutes, Seconds | Date | Power Reserve Indicator",2016,No,,Sapphire,Open,Round,46.00 mm,15.00 mm,,60.00 m,,Black,,Arabic Numerals,,"Titanium, Ceramic",IW5020-01.jpg
IWC,Portofino,IW3910-08,Portofino Chronograph Stainless Steel / Black,"IWC caliber 75320
Hours, Minutes, Small Seconds | Date, Day | Chronograph",2011 - 2019,No,,Sapphire,Closed,Round,42.00 mm,13.50 mm,,30.00 m,,Black,,Stick / Dot,Feuille,Stainless Steel,IW3910-08.jpg
IWC,Portofino,IW3910-09,Portofino Chronograph Stainless Steel / Silver / Milanese,"IWC caliber 75320
Hours, Minutes, Small Seconds | Date, Day | Chronograph",2011 - 2019,No,,Sapphire,Closed,Round,42.00 mm,13.50 mm,,30.00 m,,Silver,,Stick / Dot,Feuille,Stainless Steel,IW3910-09.jpg
IWC,Portugieser,IW3714-74,Portuguese Chrono-Automatic White Gold / 108 Diamond,"IWC caliber 79350
Hours, Minutes | Chronograph",2006 - 2009,No,Gem-Set,Sapphire,Closed,Round,40.90 mm,12.30 mm,20.00 mm,10.00 m,Ardiose,Grey,,Arabic Numerals,Feuille,White Gold,IW3714-74.jpg
IWC,Ingenieur,IW4515-03,Ingenieur Midsize Gold Index,"IWC caliber 30110
Hours, Minutes, Seconds | Date",,No,,Sapphire,Closed,Round,34.00 mm,10.00 mm,,120.00 m,,Silver,,Stick / Dot,Stick,Stainless Steel,IW4515-03.jpg
IWC,Big Pilot,IW5004-13,Big Pilot Father And Son Platinum,"IWC caliber 51111
Hours, Minutes, Seconds | Date | Power Reserve Indicator",2008 - 2011,No,,Sapphire,Closed,Round,46.20 mm,15.80 mm,22.00 mm,60.00 m,Rhodium,Silver,,Arabic Numerals,Alpha,Platinum,IW5004-13.jpg
IWC,Ingenieur,IW4515-02,Ingenieur Midsize Silver Strap,"IWC caliber 30110
Hours, Minutes, Seconds | Date",,No,,Sapphire,Closed,Round,34.00 mm,10.00 mm,,120.00 m,,Silver,,Stick / Dot,Stick,Stainless Steel,IW4515-02.jpg
IWC,Portugieser,IW3266-06,Portugieser Yacht Club Worldtimer Stainless Steel / Solaris,"IWC caliber 35750
Hours, Minutes, Seconds, World Time | Date",2017,"Yes, 100 units",,Sapphire,Closed,Round,45.40 mm,14.00 mm,22.00 mm,60.00 m,,Blue,,Arabic Numerals,Feuille,Stainless Steel,IW3266-06.jpg
IWC,Portugieser,IW3714-75,Portuguese Chrono-Automatic White Gold / 266 Diamond,"IWC caliber 79350
Hours, Minutes | Chronograph",,No,Gem-Set,Sapphire,Closed,Round,40.90 mm,12.30 mm,20.00 mm,10.00 m,Ardiose,Grey,,Arabic Numerals,Feuille,White Gold,IW3714-75.jpg
IWC,Portugieser,IW3583-13,Portugieser Automatic 40 Stainless Steel / Salmon,"IWC caliber 82200
Hours, Minutes, Small Seconds",2023,No,,Sapphire,Open,Round,40.40 mm,12.40 mm,20.00 mm,30.00 m,,Pink,Sunburst,Arabic Numerals,Feuille,Stainless Steel,IW3583-13.jpg
IWC,Ingenieur,IW4515-01,Ingenieur Midsize Silver,"IWC caliber 30110
Hours, Minutes, Seconds | Date",,No,,Sapphire,Closed,Round,34.00 mm,10.00 mm,,120.00 m,,Silver,,Stick / Dot,Stick,Stainless Steel,IW4515-01.jpg
IWC,Portugieser,IW5001-09,Portuguese Automatic Stainless Steel / Black,"IWC caliber 51011
Hours, Minutes, Small Seconds | Date | Power Reserve Indicator",2004 - 2015,No,,Sapphire,Open,Round,42.30 mm,13.90 mm,22.00 mm,30.00 m,,Black,,Arabic Numerals,Feuille,Stainless Steel,IW5001-09.jpg
IWC,Ingenieur,IW3227-02,Ingenieur Automatic AMG / Bracelet,"IWC caliber 80110
Hours, Minutes, Seconds | Date",2005 - 2009,No,,Sapphire,Closed,Round,42.50 mm,14.50 mm,,120.00 m,,Black,,Mixed,Stick,Titanium,IW3227-02.jpg
IWC,Ingenieur,IW3239-02,Ingenieur Automatic Black,"IWC caliber 30110
Hours, Minutes, Seconds | Date",2013,No,,Sapphire,Closed,Round,40.00 mm,10.00 mm,,120.00 m,,Black,,Stick / Dot,Stick,Stainless Steel,IW3239-02.jpg
IWC,Big Pilot,IW5010-02,Big Pilot's Watch Le Petit Prince,"IWC caliber 52110
Hours, Minutes, Seconds | Date | Power Reserve Indicator",2018,No,,Sapphire,Closed,Round,46.20 mm,15.80 mm,22.00 mm,60.00 m,,Blue,Sunburst,Arabic Numerals,Alpha,Stainless Steel,IW5010-02.jpg
IWC,Ingenieur,IW3227-03,Ingenieur Automatic AMG / Soft Strap,"IWC caliber 80110
Hours, Minutes, Seconds | Date",2005 - 2009,No,,Sapphire,Closed,Round,42.50 mm,14.50 mm,,120.00 m,,Black,,Arabic Numerals,Stick,Titanium,IW3227-03.jpg
IWC,Big Pilot,IW5026-17,Big Pilot Perpetual Calendar Antoine De Saint Exupèry,"IWC caliber 51614
Hours, Minutes, Small Seconds | Date, Day, Month, Perpetual Calendar, Year Indicator | Moonphase | Power Reserve Indicator",2011 - 2012,"Yes, 500 units",,Sapphire,Closed,Round,46.00 mm,16.00 mm,,60.00 m,,Brown,,Arabic Numerals,,Red Gold,IW5026-17.jpg
IWC,Big Pilot,IW5002-02,Big Pilot Platinum / Blue,"IWC caliber 5011
Hours, Minutes, Seconds | Date | Power Reserve Indicator",2002 - 2005,"Yes, 500 units",,Sapphire,Closed,Round,46.20 mm,15.80 mm,22.00 mm,60.00 m,,Blue,,Arabic Numerals,Losange,Platinum,IW5002-02.jpg
IWC,Portugieser,IW3714-38,Portuguese Chrono-Automatic Stainless Steel / Black,"IWC caliber 79350
Hours, Minutes | Chronograph",2006 - 2012,No,,Sapphire,Closed,Round,40.90 mm,12.30 mm,20.00 mm,30.00 m,,Black,,Arabic Numerals,Feuille,Stainless Steel,IW3714-38.jpg
IWC,Pilot,IW3270-07,Pilot's Watch Mark XVIII Tribute to Mark 11,"IWC caliber 35111
Hours, Minutes, Seconds | Date",2017,"Yes, 1948 units",,Sapphire,Closed,Round,40.00 mm,11.00 mm,20.00 mm,60.00 m,Mark 11,Black,,Arabic Numerals,Stick,Stainless Steel,IW3270-07.jpg
IWC,Portofino,IW3564-03,Portofino Midsize Rose Gold / Silver,"IWC caliber 30110
Hours, Minutes, Seconds | Date",2007 - 2008,No,,Sapphire,Closed,Round,34.00 mm,8.20 mm,,30.00 m,,Silver,,Stick / Dot,Feuille,Rose Gold,IW3564-03.jpg
IWC,Pilot,IW3248-01,Pilot's Watch Mark XVIII Hodinkee,"IWC caliber 35100
Hours, Minutes, Seconds",2019,"Yes, 500 units",,Sapphire,Closed,Round,39.00 mm,10.80 mm,20.00 mm,60.00 m,,Black,Matte,Arabic Numerals,Stick,Ceratanium,IW3248-01.jpg
IWC,Pilot,IW3706-07,Pilot's Watch Chronograph Stainless Steel / Black / English / Bracelet,"IWC caliber 7922
Hours, Minutes, Small Seconds | Date, Day | Chronograph",1994 - 2005,No,,Sapphire,Closed,Round,39.00 mm,14.60 mm,20.00 mm,60.00 m,,Black,,Arabic Numerals,Stick,Stainless Steel,IW3706-07.jpg
IWC,Ingenieur,IW3505-11,Ingenieur SL Automatic Stainless Steel / Yellow Gold / White / Bracelet,"IWC caliber 375
Hours, Minutes, Seconds | Date",1983 - 1990,No,,Sapphire,Closed,Round,34.00 mm,8.60 mm,,120.00 m,,White,,Stick / Dot,Stick,"Yellow Gold, Stainless Steel",IW3505-11.jpg
IWC,Portugieser,IW3716-02,"Portugieser Chronograph ""150 Years"" Stainless Steel / White","IWC caliber 69355
Hours, Minutes, Small Seconds | Chronograph, Column wheel",2018,"Yes, 2000 units",,Sapphire,Open,Round,41.00 mm,13.10 mm,20.00 mm,30.00 m,,White,,Arabic Numerals,Feuille,Stainless Steel,IW3716-02.jpg
IWC,Big Pilot,IW5002-01,Big Pilot,"IWC caliber 5011
Hours, Minutes, Seconds | Date | Power Reserve Indicator",2002 - 2005,No,,Sapphire,Closed,Round,46.20 mm,15.80 mm,22.00 mm,60.00 m,,Black,,Arabic Numerals,Losange,Stainless Steel,IW5002-01.jpg
IWC,Pilot,IW3777-17,Pilot's Watch Chronograph Stainless Steel / Le Petit Prince / Bracelet,"IWC caliber 79320
Hours, Minutes, Small Seconds | Date, Day | Chronograph",2016 - 2022,No,,Sapphire,Closed,Round,43.00 mm,15.00 mm,21.00 mm,60.00 m,,Blue,,Arabic Numerals,Alpha,Stainless Steel,IW3777-17.jpg
IWC,Portugieser,IW3714-17,Portuguese Chrono-Automatic Stainless Steel / Silver,"IWC caliber 79350
Hours, Minutes | Chronograph",1998 - 2016,No,,Sapphire,Closed,Round,40.90 mm,12.30 mm,20.00 mm,30.00 m,,Silver,,Arabic Numerals,Feuille,Stainless Steel,IW3714-17.jpg
IWC,Portugieser,IW5102-11,"Portugieser Hand-Wound Eight Days ""150 Years"" Red Gold / White","IWC caliber 59215
Hours, Minutes, Small Seconds | Power Reserve Indicator",2018,"Yes, 250 units",,Sapphire,Open,Round,43.20 mm,12.20 mm,22.00 mm,30.00 m,,White,Gloss,Mixed,Feuille,Red Gold,IW5102-11.jpg
IWC,Big Pilot,IW5026-38,Big Pilot Perpetual Calendar Red Gold / Ardoise / Latin America,"IWC caliber 51564
Hours, Minutes, Small Seconds | Date, Day, Month, Perpetual Calendar, Year Indicator | Moonphase",2012 - 2013,"Yes, 250 units",,Sapphire,Closed,Round,46.20 mm,15.80 mm,,60.00 m,,Grey,,Arabic Numerals,,Red Gold,IW5026-38.jpg
IWC,Ingenieur,IW3505-01,Ingenieur SL Automatic Stainless Steel / White / Bracelet,"IWC caliber 375
Hours, Minutes, Seconds | Date",1983 - 1990,No,,Sapphire,Closed,Round,34.00 mm,8.60 mm,,120.00 m,,White,,Stick / Dot,Stick,Stainless Steel,IW3505-01.jpg
IWC,Pilot,IW3706-03,Pilot's Watch Chronograph Stainless Steel / Black / English / Strap,"IWC caliber 7922
Hours, Minutes, Small Seconds | Date, Day | Chronograph",1994 - 2005,No,,Sapphire,Closed,Round,39.00 mm,14.60 mm,20.00 mm,60.00 m,,Black,,Arabic Numerals,Stick,Stainless Steel,IW3706-03.jpg
IWC,Ingenieur,IW3784-01,Big Ingenieur Chronograph Steel / Black / Strap,"IWC caliber 89360
Hours, Minutes, Small Seconds | Date | Chronograph, Flyback",,No,Tachymeter,Sapphire,Open,Round,45.50 mm,14.50 mm,,120.00 m,Inverted Panda,Black,,Stick / Dot,Stick,Stainless Steel,IW3784-01.jpg
IWC,Pilot,IW3891-01,Pilot's Watch Chronograph Top Gun,"IWC caliber 69380
Hours, Minutes, Small Seconds | Date, Day | Chronograph, Column wheel",2019,No,,Sapphire,Closed,Round,44.50 mm,15.70 mm,21.00 mm,60.00 m,,Black,Matte,Arabic Numerals,Alpha,"Titanium, Ceramic",IW3891-01.jpg
IWC,Big Pilot,IW5026-39,Big Pilot Perpetual Calendar Red Gold / Red Gold,"IWC caliber 51564
Hours, Minutes, Small Seconds | Date, Day, Month, Perpetual Calendar, Year Indicator | Moonphase",2012 - 2013,"Yes, 250 units",,Sapphire,Closed,Round,46.20 mm,15.80 mm,,60.00 m,,Rose,,Arabic Numerals,,Red Gold,IW5026-39.jpg
IWC,Portugieser,IW3714-02,Portuguese Chrono-Automatic Rose Gold / Silver,"IWC caliber 79350
Hours, Minutes | Chronograph",1998 - 2011,No,,Sapphire,Closed,Round,40.90 mm,12.30 mm,20.00 mm,30.00 m,,Silver,,Arabic Numerals,Feuille,Rose Gold,IW3714-02.jpg
IWC,Ingenieur,IW3521-01,Ingenieur SL Chronometer Stainless Steel / White / Bracelet,"IWC caliber 8872
Hours, Minutes, Seconds | Date | Chronometer",1993 - 2000,No,,Sapphire,Closed,Round,34.00 mm,8.80 mm,,120.00 m,,White,,Stick / Dot,Stick,Stainless Steel,IW3521-01.jpg
IWC,Portofino,IW4581-06,Portofino Automatic 37 Red Gold / Ardoise,"IWC caliber 35111
Hours, Minutes, Seconds | Date",,No,,Sapphire,Closed,Round,37.00 mm,9.00 mm,,30.00 m,Ardiose,Grey,,Gem-Set Indexes,Feuille,Red Gold,IW4581-06.jpg
IWC,Portofino,IW3564-05,Portofino Midsize Stainless Steel / Blue,"IWC caliber 30110
Hours, Minutes, Seconds | Date",2007 - 2008,No,,Sapphire,Closed,Round,34.00 mm,8.20 mm,,30.00 m,,Blue,,Stick / Dot,Feuille,Stainless Steel,IW3564-05.jpg
IWC,Portofino,IW3574-16,Portofino 34 Stainless Steel / Sunny Blue,"IWC caliber 35100
Hours, Minutes, Seconds",2022,No,,Sapphire,Closed,Round,34.00 mm,8.60 mm,16.00 mm,30.00 m,,Blue,Sunburst,Stick / Dot,Feuille,Stainless Steel,IW3574-16.jpg
IWC,Big Pilot,IW5028-02,Big Pilot Perpetual Calendar Le Petit Prince,"IWC caliber 51564
Hours, Minutes, Small Seconds | Date, Day, Month, Perpetual Calendar, Year Indicator | Moonphase",2013 - 2013,"Yes, 270 units",,Sapphire,Open,Round,46.00 mm,16.00 mm,,60.00 m,,Blue,,Arabic Numerals,,Red Gold,IW5028-02.jpg
IWC,Big Pilot,IW3293-04,Big Pilot 43 Stainless Steel / Blue / Bracelet,"IWC caliber 82100
Hours, Minutes, Seconds",2021,No,,Sapphire,Open,Round,43.00 mm,13.60 mm,21.00 mm,100.00 m,,Blue,Sunburst,Arabic Numerals,Alpha,Stainless Steel,IW3293-04.jpg
IWC,Ingenieur,IW3505-03,Ingenieur SL Automatic Stainless Steel / Silver / Bracelet,"IWC caliber 375
Hours, Minutes, Seconds | Date",1983 - 1990,No,,Sapphire,Closed,Round,34.00 mm,8.60 mm,,120.00 m,,Silver,,Stick / Dot,Stick,Stainless Steel,IW3505-03.jpg
IWC,Ingenieur,IW3765-01,Ingenieur Double Chronograph Titanium / Black,"IWC caliber 79230
Hours, Minutes, Small Seconds | Date, Day | Chronograph, Rattrapante",2011 - 2012,No,,Sapphire,Closed,Round,45.00 mm,16.00 mm,31.00 mm,120.00 m,,Black,,Arabic Numerals,Stick,Titanium,IW3765-01.jpg
IWC,Pilot,IW3718-15,Pilot's Watch Double Chronograph Top Gun Ceratanium,"IWC caliber 79230
Hours, Minutes, Small Seconds | Date, Day | Chronograph, Rattrapante",2018,No,,Sapphire,Closed,Round,44.00 mm,17.10 mm,21.00 mm,60.00 m,,Black,,Arabic Numerals,Alpha,Ceratanium,IW3718-15.jpg
IWC,Portugieser,IW3714-15,Portuguese Chrono-Automatic Rose Gold / Black,"IWC caliber 79350
Hours, Minutes | Chronograph",2003,No,,Sapphire,Closed,Round,40.90 mm,12.30 mm,20.00 mm,30.00 m,,Black,,Arabic Numerals,Feuille,Rose Gold,IW3714-15.jpg
IWC,Portugieser,IW3714-01,Portuguese Chrono-Automatic Stainless Steel / Silver,"IWC caliber 79350
Hours, Minutes | Chronograph",1998 - 2012,No,,Sapphire,Closed,Round,40.90 mm,12.30 mm,20.00 mm,30.00 m,,Silver,,Arabic Numerals,Feuille,Stainless Steel,IW3714-01.jpg
IWC,Pilot,IW3270-16,Pilot's Watch Mark XVIII Le Petit Prince / Bracelet,"IWC caliber 35111
Hours, Minutes, Seconds | Date",2018,No,,Sapphire,Closed,Round,40.00 mm,11.00 mm,20.00 mm,60.00 m,,Blue,Sunburst,Arabic Numerals,Alpha,Stainless Steel,IW3270-16.jpg
IWC,Pilot,IW3713-20,Pilot's Watch Doppelchronograph Stainless Steel / Black / French / Bracelet,"IWC caliber 79230
Hours, Minutes, Small Seconds | Date, Day | Chronograph, Rattrapante",1996 - 2005,No,,Sapphire,Closed,Round,42.00 mm,16.20 mm,21.00 mm,60.00 m,,Black,,Arabic Numerals,Stick,Stainless Steel,IW3713-20.jpg
IWC,Big Pilot,IW5903-03,Big Pilot Constant-Force Tourbillon Le Petit Prince / Red Gold,"IWC caliber 94805
Day / Night Indication, Minutes, Small Seconds | Moonphase | Constant Force Mechanism, Tourbillon Escapement, Power Reserve Indicator",2018,"Yes, 10 units",,Sapphire,Closed,Round,46.00 mm,13.50 mm,22.00 mm,60.00 m,,Blue,Sunburst,Arabic Numerals,Alpha,Red Gold,IW5903-03.jpg
IWC,Pilot,IW3777-01,Pilot's Watch Chronograph Stainless Steel / Black / Strap,"IWC caliber 79320
Hours, Minutes, Small Seconds | Date, Day | Chronograph",2012 - 2016,No,,Sapphire,Closed,Round,43.00 mm,15.00 mm,21.00 mm,60.00 m,,Black,,Arabic Numerals,Alpha,Stainless Steel,IW3777-01.jpg
IWC,Portofino,IW3563-02,Portofino Automatic Rose Gold / Silver,"IWC caliber 30110
Hours, Minutes, Seconds | Date",2007 - 2010,No,,Sapphire,Closed,Round,39.00 mm,8.60 mm,20.00 mm,30.00 m,,Silver,,Stick / Dot,Feuille,Rose Gold,IW3563-02.jpg
IWC,Ingenieur,IW3725-04,Ingenieur Chronograph AMG Strap,"IWC caliber 79350
Hours, Minutes | Chronograph",2005 - 2008,No,,Sapphire,Closed,Round,42.50 mm,13.50 mm,,120.00 m,,Black,,Stick / Dot,Stick,Titanium,IW3725-04.jpg
IWC,Ingenieur,IW5005-03,Big Ingenieur Gold,"IWC caliber 51113
Hours, Minutes, Seconds | Date | Power Reserve Indicator",2007 - 2011,No,,Sapphire,Open,Round,45.50 mm,15.00 mm,,120.00 m,,Silver,,Stick / Dot,Stick,,IW5005-03.jpg
IWC,Pilot,IW3265-06,Pilot's Watch Mark XVII Edition Le Petit Prince,"IWC caliber 30110
Hours, Minutes, Seconds | Date",2014 - 2015,"Yes, 1000 units",,Sapphire,Closed,Round,41.00 mm,11.00 mm,,60.00 m,,Blue,Sunburst,Arabic Numerals,Losange,Stainless Steel,IW3265-06.jpg
IWC,Portugieser,IW5007-07,Portugieser Automatic 5007 Stainless Steel / Silver / Ginza,"IWC caliber 52010
Hours, Minutes, Small Seconds | Date | Power Reserve Indicator",2015,No,,Sapphire,Open,Round,42.30 mm,14.50 mm,,30.00 m,,Grey,,Arabic Numerals,Feuille,Stainless Steel,IW5007-07.jpg
IWC,Pilot,IW3253-06,Pilot's Watch Mark XV Stainless Steel / White / Gadebusch,"IWC caliber 37524
Hours, Minutes, Seconds, World Time | Date",2000 - 2000,"Yes, 50 units",,Sapphire,Closed,Round,38.00 mm,10.15 mm,19.00 mm,60.00 m,,White,,Arabic Numerals,Stick,Stainless Steel,IW3253-06.jpg
IWC,Big Pilot,IW5009-16,Big Pilot Le Petit Prince,"IWC caliber 51111
Hours, Minutes, Seconds | Date | Power Reserve Indicator",2016 - 2018,No,,Sapphire,Closed,Round,46.20 mm,15.80 mm,22.00 mm,60.00 m,,Blue,,Arabic Numerals,Alpha,Stainless Steel,IW5009-16.jpg
IWC,Ingenieur,IW5005-02,Big Ingenieur Platinum,"IWC caliber 51113
Hours, Minutes, Seconds | Date | Power Reserve Indicator",2007 - 2011,No,,Sapphire,Open,Round,45.50 mm,15.00 mm,,120.00 m,,Silver,,Stick / Dot,Stick,Platinum,IW5005-02.jpg
IWC,Portugieser,IW3714-31,Portuguese Chrono-Automatic White Gold / Ardoise,"IWC caliber 79350
Hours, Minutes | Chronograph",2005 - 2007,No,,Sapphire,Closed,Round,40.90 mm,12.30 mm,20.00 mm,30.00 m,Ardiose,Grey,,Arabic Numerals,Feuille,White Gold,IW3714-31.jpg
IWC,Pilot,IW3777-31,Pilot's Watch Chronograph Solidarity with Beirut,"IWC caliber 79320
Hours, Minutes, Small Seconds | Date, Day | Chronograph",2019,"Yes, 1000 units",,Sapphire,Closed,Round,43.00 mm,15.00 mm,21.00 mm,60.00 m,,Green,,Arabic Numerals,Alpha,Stainless Steel,IW3777-31.jpg
IWC,Pilot,IW3777-19,Pilot's Watch Chronograph Spitfire,"IWC caliber 79320
Hours, Minutes, Small Seconds | Date, Day | Chronograph",2016,No,,Sapphire,Closed,Round,43.00 mm,15.00 mm,21.00 mm,60.00 m,,Grey,,Arabic Numerals,Alpha,Stainless Steel,IW3777-19.jpg
