Brand,Family,Reference,Name,Movement,Produced,Limited,Bezel,Glass,Back,Shape,Diameter,Height,Lug Width,W/R,Nickname,Color,Finish,Indexes,Hands,Materials
Rolex,Datejust 41,126303-0012,Datejust 41 Rolesor Yellow Smooth / Jubilee / Champagne - Diamond,"Rolex caliber 3235
Hours, Minutes, Seconds | Date | Chronometer",2016,No,,Sapphire,Closed,Round,41.00 mm,,21.00 mm,100.00 m,,Champagne,Sunburst,Gem-Set Indexes,Stick,"Yellow Gold, Stainless Steel"
Rolex,Datejust 41,126301-0013,Datejust 41 Rolesor Everose Smooth / Oyster / MOP - Diamond,"Rolex caliber 3235
Hours, Minutes, Seconds | Date | Chronometer",2016,No,,Sapphire,Closed,Round,41.00 mm,,21.00 mm,100.00 m,,White,,Gem-Set Indexes,Stick,"Rose Gold, Stainless Steel"
Rolex,Datejust 41,126333-0013,Datejust 41 Rolesor Yellow Fluted / Oyster / Black,"Rolex caliber 3235
Hours, Minutes, Seconds | Date | Chronometer",2016,No,,Sapphire,Closed,Round,41.00 mm,,21.00 mm,100.00 m,,Black,Sunburst,Stick / Dot,Stick,"Yellow Gold, Stainless Steel"
Rolex,Datejust 41,126331-0009,Datejust 41 Rolesor Everose Fluted / Oyster / Sundust,"Rolex caliber 3235
Hours, Minutes, Seconds | Date | Chronometer",2016,No,,Sapphire,Closed,Round,41.00 mm,,21.00 mm,100.00 m,Sundust,Pink,Sunburst,Stick / Dot,Stick,"Rose Gold, Stainless Steel"
Rolex,Datejust 41,126331-0004,Datejust 41 Rolesor Everose Fluted / Jubilee / Chocolate - Diamond,"Rolex caliber 3235
Hours, Minutes, Seconds | Date | Chronometer",2016,No,,Sapphire,Closed,Round,41.00 mm,,21.00 mm,100.00 m,,Brown,Sunburst,Gem-Set Indexes,Stick,"Rose Gold, Stainless Steel"
Rolex,Datejust 41,126333-0018,Datejust 41 Rolesor Yellow Fluted / Jubilee / MOP - Diamond,"Rolex caliber 3235
Hours, Minutes, Seconds | Date | Chronometer",2016,No,,Sapphire,Closed,Round,41.00 mm,,21.00 mm,100.00 m,,White,,Gem-Set Indexes,Stick,"Yellow Gold, Stainless Steel"
Rolex,Datejust 41,126303-0001,Datejust 41 Rolesor Yellow Smooth / Oyster / Silver,"Rolex caliber 3235
Hours, Minutes, Seconds | Date | Chronometer",2016,No,,Sapphire,Closed,Round,41.00 mm,,21.00 mm,100.00 m,,Silver,Sunburst,Stick / Dot,Stick,"Yellow Gold, Stainless Steel"
Rolex,Datejust 41,126300-0011,Datejust 41 Stainless Steel Smooth / Oyster / Black,"Rolex caliber 3235
Hours, Minutes, Seconds | Date | Chronometer",2017,No,,Sapphire,Closed,Round,41.00 mm,,21.00 mm,100.00 m,,Black,Sunburst,Stick / Dot,Stick,Stainless Steel
Rolex,Datejust 41,126334-0011,Datejust 41 Stainless Steel Fluted / Oyster / Black - Diamond,"Rolex caliber 3235
Hours, Minutes, Seconds | Date | Chronometer",2017,No,,Sapphire,Closed,Round,41.00 mm,,21.00 mm,100.00 m,,Black,Sunburst,Gem-Set Indexes,Stick,"White Gold, Stainless Steel"
Rolex,Datejust 41,126301-0008,Datejust 41 Rolesor Everose Smooth / Jubilee / Sundust - Diamond,"Rolex caliber 3235
Hours, Minutes, Seconds | Date | Chronometer",2016,No,,Sapphire,Closed,Round,41.00 mm,,21.00 mm,100.00 m,Sundust,Pink,Sunburst,Gem-Set Indexes,Stick,"Rose Gold, Stainless Steel"
Rolex,Datejust 41,126334-0016,Datejust 41 Stainless Steel Fluted / Jubilee / Blue - Diamond,"Rolex caliber 3235
Hours, Minutes, Seconds | Date | Chronometer",2017,No,,Sapphire,Closed,Round,41.00 mm,,21.00 mm,100.00 m,,Blue,Sunburst,Gem-Set Indexes,Stick,"White Gold, Stainless Steel"
Rolex,Datejust 41,126333-0005,Datejust 41 Rolesor Yellow Fluted / Oyster / Black - Diamond,"Rolex caliber 3235
Hours, Minutes, Seconds | Date | Chronometer",2016,No,,Sapphire,Closed,Round,41.00 mm,,21.00 mm,100.00 m,,Black,Sunburst,Gem-Set Indexes,Stick,"Yellow Gold, Stainless Steel"
Rolex,Datejust 41,126301-0002,Datejust 41 Rolesor Everose Smooth / Jubilee / Chocolate,"Rolex caliber 3235
Hours, Minutes, Seconds | Date | Chronometer",2016,No,,Sapphire,Closed,Round,41.00 mm,,21.00 mm,100.00 m,,Brown,Sunburst,Stick / Dot,Stick,"Rose Gold, Stainless Steel"
Rolex,Datejust 41,126301-0003,Datejust 41 Rolesor Everose Smooth / Oyster / Chocolate - Diamond,"Rolex caliber 3235
Hours, Minutes, Seconds | Date | Chronometer",2016,No,,Sapphire,Closed,Round,41.00 mm,,21.00 mm,100.00 m,,Brown,Sunburst,Gem-Set Indexes,Stick,"Rose Gold, Stainless Steel"
Rolex,Datejust 41,126333-0009,Datejust 41 Rolesor Yellow Fluted / Oyster / Champagne,"Rolex caliber 3235
Hours, Minutes, Seconds | Date | Chronometer",2016,No,,Sapphire,Closed,Round,41.00 mm,,21.00 mm,100.00 m,,Champagne,Sunburst,Stick / Dot,Stick,"Yellow Gold, Stainless Steel"
Rolex,Datejust 41,126301-0007,Datejust 41 Rolesor Everose Smooth / Oyster / Sundust - Diamond,"Rolex caliber 3235
Hours, Minutes, Seconds | Date | Chronometer",2016,No,,Sapphire,Closed,Round,41.00 mm,,21.00 mm,100.00 m,Sundust,Pink,Sunburst,Gem-Set Indexes,Stick,"Rose Gold, Stainless Steel"
Rolex,Datejust 41,126333-0006,Datejust 41 Rolesor Yellow Fluted / Jubilee / Black - Diamond,"Rolex caliber 3235
Hours, Minutes, Seconds | Date | Chronometer",2016,No,,Sapphire,Closed,Round,41.00 mm,,21.00 mm,100.00 m,,Black,Sunburst,Gem-Set Indexes,Stick,"Yellow Gold, Stainless Steel"
Rolex,Datejust 41,126301-0009,Datejust 41 Rolesor Everose Smooth / Oyster / Sundust,"Rolex caliber 3235
Hours, Minutes, Seconds | Date | Chronometer",2016,No,,Sapphire,Closed,Round,41.00 mm,,21.00 mm,100.00 m,Sundust,Pink,Sunburst,Stick / Dot,Stick,"Rose Gold, Stainless Steel"
Rolex,Datejust 41,126301-0010,Datejust 41 Rolesor Everose Smooth / Jubilee / Sundust,"Rolex caliber 3235
Hours, Minutes, Seconds | Date | Chronometer",2016,No,,Sapphire,Closed,Round,41.00 mm,,21.00 mm,100.00 m,Sundust,Pink,Sunburst,Stick / Dot,Stick,"Rose Gold, Stainless Steel"
Rolex,Datejust 41,126333-0012,Datejust 41 Rolesor Yellow Fluted / Jubilee / Champagne - Diamond,"Rolex caliber 3235
Hours, Minutes, Seconds | Date | Chronometer",2016,No,,Sapphire,Closed,Round,41.00 mm,,21.00 mm,100.00 m,,Champagne,Sunburst,Gem-Set Indexes,Stick,"Yellow Gold, Stainless Steel"
Rolex,Datejust 41,126331-0001,Datejust 41 Rolesor Everose Fluted / Oyster / Chocolate,"Rolex caliber 3235
Hours, Minutes, Seconds | Date | Chronometer",2016,No,,Sapphire,Closed,Round,41.00 mm,,21.00 mm,100.00 m,,Brown,Sunburst,Stick / Dot,Stick,"Rose Gold, Stainless Steel"
Rolex,Datejust 41,126303-0005,Datejust 41 Rolesor Yellow Smooth / Oyster / Black - Diamond,"Rolex caliber 3235
Hours, Minutes, Seconds | Date | Chronometer",2016,No,,Sapphire,Closed,Round,41.00 mm,,21.00 mm,100.00 m,,Black,Sunburst,Gem-Set Indexes,Stick,"Yellow Gold, Stainless Steel"
Rolex,Submariner,124060-0001 (aka: M124060-0001),Submariner No-Date 41 / Stainless Steel / Black / Cerachrom,"Rolex caliber 3230
Hours, Minutes, Seconds",2020,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,41.00 mm,,21.00 mm,300.00 m,,Black,Gloss,Stick / Dot,Mercedes,Stainless Steel
Rolex,Submariner,16808 Nipple Tiffany,Submariner 16808,"Rolex caliber 3035
Hours, Minutes, Seconds | Date | Chronometer",1979 - 1964,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,,20.00 mm,300.00 m,Tiffany,Black,Matte,Stick / Dot,Mercedes,Yellow Gold
Rolex,Submariner,16610 Tritium,Submariner Date 16610 Tritium,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",1989 - 2010,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,,20.00 mm,300.00 m,,Black,Gloss,Stick / Dot,Mercedes,Stainless Steel
Rolex,Submariner,16610LV MK1,Submariner Date 16610 LV Mark 1,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",2005 - 2010,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,,20.00 mm,300.00 m,Mark 1,Black,Gloss,Stick / Dot,Mercedes,Stainless Steel
Rolex,Submariner,116610lv-0002,Submariner Date Stainless Steel / Green / Cerachom,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",2010 - 2020,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,,20.00 mm,300.00 m,,Green,Sunburst,Stick / Dot,Mercedes,Stainless Steel
Rolex,Submariner,114060-0002 (aka: Sub No Date),Submariner No-Date / Stainless Steel / Black / Cerachrom,"Rolex caliber 3130
Hours, Minutes, Seconds",2012 - 2020,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,,20.00 mm,300.00 m,,Black,Gloss,Stick / Dot,Mercedes,Stainless Steel
Rolex,Submariner,16610 SuperLuminova,Submariner Date 16610 SuperLuminova,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",1989 - 2010,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,,20.00 mm,300.00 m,,Black,Gloss,Stick / Dot,Mercedes,Stainless Steel
Rolex,Submariner,16610LV MK2,Submariner Date 16610 LV Mark 2,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",2005 - 2010,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,,20.00 mm,300.00 m,Mark 2,Black,Gloss,Stick / Dot,Mercedes,Stainless Steel
Rolex,Submariner,16610 Tritium Tiffany,Submariner Date 16610 Tritium Tiffany,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",1989 - 2010,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,,20.00 mm,300.00 m,Tiffany,Black,Gloss,Stick / Dot,Mercedes,Stainless Steel
Rolex,Submariner,116610ln-0001,Submariner Date Stainless Steel / Black / Cerachom,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",2010 - 2020,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,,20.00 mm,300.00 m,,Black,Gloss,Stick / Dot,Mercedes,Stainless Steel
Rolex,Submariner,116613ln-0001,Submariner Date Rolesor / Black / Cerachrom,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",2009 - 2020,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,,20.00 mm,300.00 m,,Black,Gloss,Stick / Dot,Mercedes,"Yellow Gold, Stainless Steel"
Rolex,Submariner,116618ln-0001,Submariner Date Yellow Gold / Black,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",2008 - 2020,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,,20.00 mm,300.00 m,,Black,Gloss,Stick / Dot,Mercedes,Yellow Gold
Rolex,Submariner,116619lb-0001,Submariner Date White Gold / Blue,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",2008 - 2020,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,,20.00 mm,300.00 m,,Blue,Gloss,Stick / Dot,Mercedes,White Gold
Rolex,Submariner,116619lb-0002,Submariner Date White Gold / Blue - Diamond,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",2008,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,,20.00 mm,300.00 m,,Blue,Gloss,Gem-Set Indexes,Mercedes,White Gold
Rolex,Submariner,"126610LV-0002 (aka: Kermit, LV, M126610LV-0002)",Submariner Date 41 Stainless Steel / Black / Green Cerachrom,"Rolex caliber 3235
Hours, Minutes, Seconds | Date | Chronometer",2020,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,41.00 mm,,21.00 mm,300.00 m,,Black,Gloss,Stick / Dot,Mercedes,Stainless Steel
Rolex,Submariner,126610LN-0001 (aka: M126610LN-0001),Submariner Date 41 Stainless Steel / Black / Cerachrom,"Rolex caliber 3235
Hours, Minutes, Seconds | Date | Chronometer",2020,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,41.00 mm,,21.00 mm,300.00 m,,Black,Gloss,Stick / Dot,Mercedes,Stainless Steel
Rolex,Submariner,126613LN-0002 (aka: M126613LN-0002),Submariner Date 41 Stainless Steel / Yellow Gold / Black,"Rolex caliber 3235
Hours, Minutes, Seconds | Date | Chronometer",2020,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,41.00 mm,,21.00 mm,300.00 m,,Black,Gloss,Stick / Dot,Mercedes,"Yellow Gold, Stainless Steel"
Rolex,Submariner,126618LB-0002 (aka: M126618LB-0002),Submariner Date 41 Yellow Gold / Blue,"Rolex caliber 3235
Hours, Minutes, Seconds | Date | Chronometer",2020,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,41.00 mm,,21.00 mm,300.00 m,,Blue,Sunburst,Stick / Dot,Mercedes,Yellow Gold
Rolex,Submariner,126619LB-0003 (aka: M126619LB-0003),Submariner Date 41 White Gold,"Rolex caliber 3235
Hours, Minutes, Seconds | Date | Chronometer",2020,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,41.00 mm,,21.00 mm,300.00 m,,Black,Gloss,Stick / Dot,Mercedes,White Gold
Rolex,Submariner,16610LV MK6,Submariner Date 16610 LV Mark 6,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",2005 - 2010,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,,20.00 mm,300.00 m,Mark 6,Black,Gloss,Stick / Dot,Mercedes,Stainless Steel
Rolex,Submariner,16610 Panama Canal,Submariner Date 16610 Panama Canal,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",1999 - 1999,"Yes, 75 units","Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,,20.00 mm,300.00 m,Panama Canal,Black,Gloss,Stick / Dot,Mercedes,Stainless Steel
Rolex,Submariner,16610 Comex,Submariner Date 16610 Comex,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",1989 - 1997,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,,20.00 mm,300.00 m,Comex,Black,Gloss,Stick / Dot,Mercedes,Stainless Steel
Rolex,Submariner,16610LV MK7,Submariner Date 16610 LV Mark 7,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",2005 - 2010,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,,20.00 mm,300.00 m,Mark 7,Black,Gloss,Stick / Dot,Mercedes,Stainless Steel
Rolex,Submariner,16610LV MK3,Submariner Date 16610 LV Mark 3,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",2005 - 2010,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,,20.00 mm,300.00 m,Mark 3,Black,Gloss,Stick / Dot,Mercedes,Stainless Steel
Rolex,Submariner,16610LV MK4,Submariner Date 16610 LV Mark 4,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",2005 - 2010,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,,20.00 mm,300.00 m,Mark 4,Black,Gloss,Stick / Dot,Mercedes,Stainless Steel
Rolex,Submariner,16610LV MK5,Submariner Date 16610 LV Mark 5,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",2005 - 2010,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,,20.00 mm,300.00 m,Mark 5,Black,Gloss,Stick / Dot,Mercedes,Stainless Steel
Rolex,Submariner,16613 Black Tritium,Submariner Date 16613 Black Tritium,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",1989 - 2009,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,,20.00 mm,300.00 m,,Black,Gloss,Stick / Dot,Mercedes,"Yellow Gold, Stainless Steel"
Rolex,Submariner,16613 Black Tiffany Tritium,Submariner Date 16613 Black Tiffany Tritium,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",1989 - 2009,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,,20.00 mm,300.00 m,Tiffany,Black,Gloss,Stick / Dot,Mercedes,"Yellow Gold, Stainless Steel"
Rolex,Submariner,16613 Blue Tritium,Submariner Date 16613 Blue Tritium,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",1989 - 2009,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,,20.00 mm,300.00 m,,Blue,Gloss,Stick / Dot,Mercedes,"Yellow Gold, Stainless Steel"
Rolex,Submariner,16613 Black Superluminova,Submariner Date 16613 Black Superluminova,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",1989 - 2009,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,,20.00 mm,300.00 m,,Black,Gloss,Stick / Dot,Mercedes,"Yellow Gold, Stainless Steel"
Rolex,Submariner,16613 Panama,Submariner Date 16613 Panama Canal,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",1989 - 2009,"Yes, 75 units","Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,,20.00 mm,300.00 m,Panama Canal,Black,Gloss,Stick / Dot,Mercedes,"Yellow Gold, Stainless Steel"
Rolex,Submariner,16613 Blue Tiffany Tritium,Submariner Date 16613 Blue Tiffany Tritium,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",1989 - 2009,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,,20.00 mm,300.00 m,Tiffany,Blue,Gloss,Stick / Dot,Mercedes,"Yellow Gold, Stainless Steel"
Rolex,Submariner,16613 Serti Silver,Submariner Date 16613 Serti Silver,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",1989 - 2009,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,,20.00 mm,300.00 m,,Silver,Gloss,Gem-Set Indexes,Mercedes,"Yellow Gold, Stainless Steel"
Rolex,Submariner,16613 Onyx,Submariner Date 16613 Onyx,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",1989 - 2009,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,,20.00 mm,300.00 m,,Black,Gloss,Stick / Dot,Mercedes,"Yellow Gold, Stainless Steel"
Rolex,Submariner,16618 Blue Superluminova,Submariner 16618 Blue SuperLuminova,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",1988 - 2008,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,13.00 mm,20.00 mm,300.00 m,,Blue,,Stick / Dot,Mercedes,Yellow Gold
Rolex,Submariner,16618 Gold Serti,Submariner 16618 Gold Serti,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",1988 - 2008,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,13.00 mm,20.00 mm,300.00 m,,Gold,,Gem-Set Indexes,Mercedes,Yellow Gold
Rolex,Submariner,16618 Black SuperLuminova,Submariner 16618 Black SuperLuminova,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",1988 - 2008,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,13.00 mm,20.00 mm,300.00 m,,Black,,Stick / Dot,Mercedes,Yellow Gold
Rolex,Submariner,16618 Lapiz,Submariner 16618 Lapis,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",1988 - 2008,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,13.00 mm,20.00 mm,300.00 m,,Blue,,Stick / Dot,Mercedes,Yellow Gold
Rolex,Submariner,16618 Tritium,Submariner 16618 Black Tritium,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",1988 - 2008,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,13.00 mm,20.00 mm,300.00 m,,Black,,Stick / Dot,Mercedes,Yellow Gold
Rolex,Submariner,16618 Blue Tritium,Submariner 16618 Blue Tritium,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",1988 - 2008,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,13.00 mm,20.00 mm,300.00 m,,Blue,,Stick / Dot,Mercedes,Yellow Gold
Rolex,Submariner,116613lb-0005,Submariner Date Rolesor / Blue / Cerachrom,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",2013 - 2020,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,,20.00 mm,300.00 m,,Blue,Sunburst,Stick / Dot,Mercedes,"Yellow Gold, Stainless Steel"
Rolex,Submariner,116618LB-0003,Submariner Date Yellow Gold / Blue,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",2008 - 2020,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,,20.00 mm,300.00 m,,Blue,Sunburst,Stick / Dot,Mercedes,Yellow Gold
Rolex,Submariner,16618 Silver Serti,Submariner 16618 Silver Serti,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",1988 - 2008,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,13.00 mm,20.00 mm,300.00 m,,Silver,,Gem-Set Indexes,Mercedes,Yellow Gold
Rolex,Submariner,16613 Blue SuperLuminova,Submariner Date 16613 Blue Tritium,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",1989 - 2009,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,,20.00 mm,300.00 m,,Blue,Gloss,Stick / Dot,Mercedes,"Yellow Gold, Stainless Steel"
Rolex,Submariner,116618lb-0002,Submariner Date Yellow Gold / Blue-Diamond,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",2008,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,,20.00 mm,300.00 m,,Blue,Gloss,Gem-Set Indexes,Mercedes,White Gold
Rolex,Submariner,116613LN-0003 (aka: M116613LN - 0003),Submariner Date Rolesor / Black-Diamond,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",2009 - 2020,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,,20.00 mm,300.00 m,,Black,Gloss,Gem-Set Indexes,Mercedes,"Yellow Gold, Stainless Steel"
Rolex,Submariner,14060M-0004 (aka: 14060),Submariner No-Date / Stainless Steel / Black Four Liner,"Rolex caliber 3130
Hours, Minutes, Seconds",2007 - 2012,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,,20.00 mm,300.00 m,,Black,Gloss,Stick / Dot,Mercedes,Stainless Steel
Rolex,Submariner,14060M-0001,Submariner No-Date / Stainless Steel / Black,"Rolex caliber 3130
Hours, Minutes, Seconds",1998 - 2007,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,40.00 mm,,20.00 mm,300.00 m,,Black,Gloss,Stick / Dot,Mercedes,Stainless Steel
Rolex,Submariner,116659SABR-0001,Submariner Date White Gold / Sapphire / Blue,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",2019 - 2020,No,Gem-Set,Sapphire,Closed,Round,40.00 mm,,20.00 mm,300.00 m,,Blue,Sunburst,Stick / Dot,Mercedes,White Gold
Rolex,Submariner,126613LB-0002 (aka: M126613LB-0002),Submariner Date 41 Stainless Steel / Yellow Gold / Blue,"Rolex caliber 3235
Hours, Minutes, Seconds | Date | Chronometer",2020,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,41.00 mm,,21.00 mm,300.00 m,,Blue,Sunburst,Stick / Dot,Mercedes,"Yellow Gold, Stainless Steel"
Rolex,Datejust 36,126234-0017,Datejust 36 Stainless Steel / Fluted / Blue / Jubilee,"Rolex caliber 3235
Hours, Minutes, Seconds | Date | Chronometer",2019,No,,Sapphire,Closed,Round,36.00 mm,,20.00 mm,100.00 m,,Blue,Sunburst,Stick / Dot,Stick,"White Gold, Stainless Steel"
Rolex,Datejust 36,126234-0056,Datejust 36 Stainless Steel - Fluted / Green - Palm - Diamond / Oyster,"Rolex caliber 3235
Hours, Minutes, Seconds | Date | Chronometer",2022,No,,Sapphire,Closed,Round,36.00 mm,,20.00 mm,100.00 m,Palm,Green,Guilloche,Gem-Set Indexes,Stick,"White Gold, Stainless Steel"
Rolex,Datejust 36,116234-0141,Datejust 36 Stainless Steel Fluted / Jubilee / Blue Roman,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",,No,,Sapphire,Closed,Round,36.00 mm,12.00 mm,20.00 mm,100.00 m,,Blue,Sunburst,Roman Numerals,Stick,"White Gold, Stainless Steel"
Rolex,Datejust 36,126233-0019,Datejust 36 Stainless Steel / Yellow Gold / Fluted / White / Jubilee,"Rolex caliber 3235
Hours, Minutes, Seconds | Date | Chronometer",2018,No,,Sapphire,Closed,Round,36.00 mm,,20.00 mm,100.00 m,,White,,Stick / Dot,Stick,"Yellow Gold, Stainless Steel"
Rolex,Datejust 36,116200-0084,Datejust 36 Stainless Steel Domed / Jubilee / Silver,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",,No,,Sapphire,Closed,Round,36.00 mm,12.00 mm,20.00 mm,100.00 m,,White,Sunburst,Stick / Dot,Stick,Stainless Steel
Rolex,Datejust 36,116243-0008,Datejust 36 Rolesor Yellow Diamond / Oyster / Silver Floral,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",,No,Gem-Set,Sapphire,Closed,Round,36.00 mm,12.00 mm,20.00 mm,100.00 m,Silver Floral,Silver,,Arabic Numerals,Stick,"Yellow Gold, Stainless Steel"
Rolex,Datejust 36,116231-0080,Datejust 36 Rolesor Everose Fluted / Oyster / Black Roman,"Rolex caliber 3135
Hours, Minutes, Seconds | Chronometer",2018,No,,Sapphire,Closed,Round,36.00 mm,12.00 mm,20.00 mm,100.00 m,,Black,,Roman Numerals,Stick,"Rose Gold, Stainless Steel"
